species_id,volume,flower_color_free_text,color_category
9. Pittosporum podocarpum  Gagnepain  in Notul. Syst. 8: 211.1939.  P. glabratum,2,no flower colour mentioned,UNKNOWN
"10. Pittosporum  tetraspermum  Wight  & Arn.,  Prodr.  1:  154. 1834; Hook.  f.  &",2,flowers yellowish-green,YELLOW
"11. Pittosporum  viridulum  Nayar  et  al.  in  Fasc.  Fl.  India  6:  11, ff.  1 - 4 .  1980.",2,no flower colour mentioned,UNKNOWN
3. Salomonia,2,no flower colour mentioned,UNKNOWN
4. Securidaca,2,no flower colour mentioned,UNKNOWN
1. Epirixanthes  Blume,2,flowers cream-yellow,YELLOW
2. Polygala  L.,2,no flower colour mentioned,UNKNOWN
593. KEY TO  THE  SPECIES,2,no flower colour mentioned,UNKNOWN
23. P. tartarinowii,2,no flower colour mentioned,UNKNOWN
10. P. furcata,2,no flower colour mentioned,UNKNOWN
2. P. arillata,2,no flower colour mentioned,UNKNOWN
26. P.  umbonata,2,no flower colour mentioned,UNKNOWN
25. P.  tricholopha,2,no flower colour mentioned,UNKNOWN
11. P. globulifera,2,flowers pale lilac,OTHER
16. P. karensinm,2,flowers greenish yellow or brown,YELLOW
19. P.  mariesii,2,petals lavender blue,PURPLE/BLUE
9. P.  sibirica,2,flowers purple or yellow,YELLOW
18. P.  longifolia,2,no flower colour mentioned,UNKNOWN
12. P. irregularis,2,no flower colour mentioned,UNKNOWN
1. P. abyssinica,2,no flower colour mentioned,UNKNOWN
20. P.  persicariifolia,2,petals pink,PINK
9. P. erioplera,2,"petals blue, purple or purplish white",WHITE
15. P.  crotalarioides,2,flowers blue,PURPLE/BLUE
24. P.  telephioides,2,no flower colour mentioned,UNKNOWN
15. P. javana,2,no flower colour mentioned,UNKNOWN
14. P. japonica,2,no flower colour mentioned,UNKNOWN
27. P. wightiana,2,no flower colour mentioned,UNKNOWN
8. P. elongata,2,no flower colour mentioned,UNKNOWN
4. P. bulbothrix,2,no flower colour mentioned,UNKNOWN
5. P.  buxiformis,2,no flower colour mentioned,UNKNOWN
21. P.  rosmarinifolia,2,no flower colour mentioned,UNKNOWN
13. P.jacobii,2,no flower colour mentioned,UNKNOWN
3. P. arvensis,2,petals yellowish or dull orange,YELLOW
17. P.  linarifolia,2,flowers white with purple or violet tips,WHITE
1. Polygala abyssinica  Fresen. in Mus. Senck. 2:273.1837; Bennett in FL Brit. India,2,flowers purple or pink,PINK
"2. Polygala arillata  D. Don, Prodr. Fl. Nep. 199.1825; Bennett in Fl. Brit. India 1:",2,flowers bright yellow to deep orange,YELLOW
"3. Polygala arvensis  Willd., Sp. PI. 3(2): 876.1803. P. chinensis  auct. nonL. 1753;",2,"flowers usually yellow, sometimes purplish white and pink-streaked",WHITE
"4. Polygala bulbothrix  Dunn  in Gamble, Fl. Pres. Madras  1: 58. 1915 &  in Bull.",2,flowers pink or yellow,YELLOW
"5. Polygala buxiformis  Hassk. in Miq., Ann. Mus. Lugd.- Bat. 1:161.1864; Bennett",2,petals violet or blue,PURPLE/BLUE
"6. Polygala chinensis  L., Sp. PL 2:704.1753; Bennett in Fl. Brit. India  1:204.1872.",2,flowers pale blue or greenish white with pink violet blotches,WHITE
"7. Polygala crotalarioides  Buch.-Ham. ex D C , Prodr.  1:327.1824; Bennett in Fl.",2,flowers purple or purplish white,WHITE
"8. Polygala elongata  Klein in Willd., Sp. PI. 3: 879.1802; Bennett  in Fl. Brit. India",2,flowers yellow,YELLOW
"9. Polygala  erioptera  D C ,  Prodr.  1: 326. 1824; Bennett  in Fl. Brit.  India  1: 203.",2,no flower colour mentioned,UNKNOWN
"1872. Herbs,  annual  or  perennial,  erect,  ascending  or  prostrate,  somewhat  pubescent;",2,flowers pink or purple,PINK
"10. Polygala furcata  Royle, Illus. Bot. Himal. 3:78, t.  19B (1 - 4). 1834. P. triphylla",2,flowers yellow,YELLOW
"11. Polygala globulifera  Dunn in J. Linn. Soc, Bot. 35:486.1903; Mukerjee  in Bull.",2,no flower colour mentioned,UNKNOWN
1985. P. arillata forma kachinensis  Mukerjee  in  Bull. Bot. Soc. Bengal 12: 30.1958.,2,no flower colour mentioned,UNKNOWN
"12. Polygala irregularis  Boiss., Diagn. ser. 1,1: 8.1842 & Fl. Orient.  1: 469.1867;",2,petals pink or purple,PINK
13. Polygala jacobii  Chandrab. in Bull. Bot. Surv. India 9:288 - 290.1967. P.  dunnii,2,flowers yellow,YELLOW
"14. Polygala japonica  Houtt.,  Handl.  10, t. 62, f.  1. 1779.  P. khasyana  Hassk. in",2,flowers purple to lavender blue,PURPLE/BLUE
"15. Polygala javana  D C , Prodr. 1:324.1824;  Bennett in Fl. Brit. India  1:201.1872.",2,no flower colour mentioned,UNKNOWN
"1975. P. sibirica var. heyneana  Bennett in Fl. Brit. India 1:205.1872,  p. p. P. javana  var.",2,flowers yellow with purple crest,YELLOW
16. Polygala karensium  Kurz in J. Asiat. Soc. Bengal 41(2): 292. 1872;  Mukerjee,2,"flowers white, tipped purple",WHITE
"17. Polygala  linarifolia  Willd., Sp. PI. 3: 877.  1803. P. chinensis  L. var. linarifolia",2,flowers yellow,YELLOW
"18. Polygala longifolia  Poiret in Lam., Encycl. 5:501.1804.  P. leptalea  D C ,  Prodr.",2,flowers pink or purplish white,WHITE
"19. Polygala  mariesii  Hemsley in J. Linn. Soc, Bot. 23: 61, t. 2B, ff.  7 -13. 1886;",2,flowers greenish yellow or brown,YELLOW
"20. Polygala persicariifolia  D C ,  Prodr.  1: 326. 1824; Bennett  in Fl. Brit. India  1:",2,flowers rose-purple or reddish-violet with pink streaks,PINK
"21. Polygala rosmarinifolia  Wight  & Arn., Prodr.  1: 37.1834; Bennett  in Fl. Brit.",2,flowers yellow with red markings,YELLOW
"22. Polygala sibirica  L., Sp. PI. 702.1753; Bennett in Fl. Brit. India  1: 205.1872, p.",2,flowers deep bluish purple,PURPLE/BLUE
23. Polygala  tartarinowii  Regel  in  Bull. Soc. Nat.  Moscou  34(2): 523. 1861.  P.,2,flowers rose-red to purple,RED
"24. Polygala telephioides Willd., Sp. PI. 3(2): 876.1802; Bennett in Fl. Brit. India 1:",2,flowers violet or blue,PURPLE/BLUE
"25. Polygala tricholopha  Chodat  in Mem. Soc. Phys. Geneva 31(2): 98,1.17, f. 20.",2,no flower colour mentioned,UNKNOWN
"1898. P. arillata  sensu Bennett  in Fl. Brit. India  1: 200.1872, p. p.",2,no flower colour mentioned,UNKNOWN
26. Polygala umbonata  Craib in Bull. Misc. Inf. Kew 1916: 260.1916; Mukerjee  in,2,no flower colour mentioned,UNKNOWN
"27. Polygala wightiana  Wight & Arn., Prodr. 38.1834; Gamble, Fl. Pres. Madras",2,flowers yellow,YELLOW
"3. Salomonia  Lour., nom. cons.",2,flowers violet,PURPLE/BLUE
1. S.  cantoniensis,2,no flower colour mentioned,UNKNOWN
"1. Salomonia cantoniensis  Lour., Fl. Cochinch. 17.1790.  S. eduntula  D C ,  Prodr.",2,petals light violet or pink,PINK
"1872. Polygala ciliata  L., Sp. PL 705. 1753.  S.  oblongifolia  D C ,  Prodr.  1: 334. 1824;",2,flowers pink or white and purplish tipped,WHITE
5. H,2,no flower colour mentioned,UNKNOWN
4. Securidaca  L.,2,"middle petal 5-6 mm long, keeled, crested; lateral petals 2, adnate at base to keel, truncate.",OTHER
1. X. andamanicum,2,no flower colour mentioned,UNKNOWN
2. X. burkillii,2,flowers white or yellowish,WHITE
3. X.  flavescens,2,no flower colour mentioned,UNKNOWN
1. Xanthophyllum  andamanicum  King in J. Asiat. Soc. Bengal  59(2): 135.  1891;,2,flowers white with pink flush,WHITE
2. Xanthophyllum  burkillii  J.R.  Drumm.  & Dunn  in  Bull. Misc. Inf.  Kew 1920:,2,flowers pale yellow or cream-coloured,YELLOW
"3. Xanthophyllum  flavescens  Roxb., PI. Corom. 3: 81, t. 284.1820; Bennett  in Fl.",2,flowers white or yellowish,WHITE
"4. Xanthophyllum vitellinum  (Blume) Dietr., Syn. PI. 2:1277.1840; Vasudeva Rao",2,flowers pink,PINK
19. Scleranthus,2,no flower colour mentioned,UNKNOWN
6. Drymaria,2,no flower colour mentioned,UNKNOWN
15. Polycarpaea,2,no flower colour mentioned,UNKNOWN
13. Myosoton,2,no flower colour mentioned,UNKNOWN
23. Stellaria,2,no flower colour mentioned,UNKNOWN
17. Pseudostellaria,2,no flower colour mentioned,UNKNOWN
9. Holosteum,2,no flower colour mentioned,UNKNOWN
3. Cerastium,2,no flower colour mentioned,UNKNOWN
1. Arenaria,2,no flower colour mentioned,UNKNOWN
2. Brachystemma,2,no flower colour mentioned,UNKNOWN
4. Cucubalus,2,no flower colour mentioned,UNKNOWN
11. Lychnis,2,no flower colour mentioned,UNKNOWN
5. Dianthus,2,no flower colour mentioned,UNKNOWN
1. Arenaria  L.,2,flowers white or pink,WHITE
16. A. melandryoides,2,no flower colour mentioned,UNKNOWN
5. A. debilis,2,no flower colour mentioned,UNKNOWN
24. A  thangocnsis,2,no flower colour mentioned,UNKNOWN
23. A  stracheyi,2,no flower colour mentioned,UNKNOWN
19. A  oreophila,2,no flower colour mentioned,UNKNOWN
20. A  polytrichoides,2,no flower colour mentioned,UNKNOWN
10. A  festucoides,2,no flower colour mentioned,UNKNOWN
13. A  kansuensis,2,no flower colour mentioned,UNKNOWN
8. A  edgeworthiana,2,no flower colour mentioned,UNKNOWN
21. A  pulvinata,2,no flower colour mentioned,UNKNOWN
12. Agriffithii,2,no flower colour mentioned,UNKNOWN
3. A  compressa,2,no flower colour mentioned,UNKNOWN
7. A  depauperate,2,no flower colour mentioned,UNKNOWN
1. Arenaria bryophylla  Fernald in Rhodora 21:5.1919. A.  musciformis  Wallich ex,2,no flower colour mentioned,UNKNOWN
2. Arenaria ciliolata  Edgew. in Fl. Brit. India 1:240.1874. A.  ramellata  F. Williams,2,flowers white,WHITE
3. Arenaria compressa  J. McNeill in Notes R. Bot. Gard. Edinb. 24:118.1962.  A.,2,flowers white,WHITE
"4. Arenaria curvifolia  Majumdar  in Blumea 26: 446, f.l  a-h. 1980.",2,no flower colour mentioned,UNKNOWN
"5. Arenaria debilis  Hook,  f.,  Fl. Brit. India  1: 242.1874.  A.  benthamii  Edgew. in",2,flowers white,WHITE
6. Arenaria  densissima  Wallich  ex Edgew.  & Hook. f.,2,no flower colour mentioned,UNKNOWN
"1874. Cherleria juniperina  D. Don,  Pr&dr. Fl. Nep. 214. 1825, non Arenaria  juniperina",2,no flower colour mentioned,UNKNOWN
7. Arenaria depauperata  (Edgew.) H. Hara  in J. Jap. Bot. 51:129.1976.  Stellaria,2,"flowers white, sometimes absent",WHITE
8. Arenaria  edgeworthiana  Majumdar  in  J.  Indian  Bot.  Soc.  44:  141. 1965.  A.,2,flowers white,WHITE
"9. Aretaaria ferruginea  Duthie ex F. Williams in J. Linn. Soc, Bot. 33: 410.1898.",2,no flower colour mentioned,UNKNOWN
"10. Arenaria  festucoides  Royle, Illus. Bot. Himal. 81, t. 21, f.  3. 1834; Edgew. &",2,no flower colour mentioned,UNKNOWN
11. Arenaria glanduligera  Edgew. in Fl. Brit. India  1: 240.1874.,2,flowers white or purplish,WHITE
"12. Arenaria griffithii  Boiss., Diagn. PI. Orient. 2,1: 89.1853; Edgew. & Hook.  f.",2,no flower colour mentioned,UNKNOWN
"13. Arenaria kansuensis  Maxim, in Bull. Acad. Imp. Sci. St. Petersb.  26:428.1880;",2,flowers white,WHITE
14. Arenaria littledalei  Hemsley in Bull. Misc. Inf. Kew 1896:209.1896.  Gooringia,2,flowers white,WHITE
"15. Arenaria melandryiformis  F. Williams in J. Linn. Soc, Bot. 38: 402.1909.",2,no flower colour mentioned,UNKNOWN
16. Arenaria melandryoides  Edgew. in Fl. Brit. India 1:241.1874. A. cerastiiformis,2,flowers white to pale rose,WHITE
"17. Arenaria neelgherrensis  Wight & Arn., Prodr. 43.1834; Edgew. & Hook. f. in",2,no flower colour mentioned,UNKNOWN
18. Arenaria  orbiculata  Royle ex Edgew. & Hook. f. in Fl. Brit. India  1:240.1874.,2,no flower colour mentioned,UNKNOWN
"19. Arenaria oreophila Hook, f.,  Fl. Brit. India  1: 238.1874.",2,no flower colour mentioned,UNKNOWN
20. Arenaria polytrichoides  Edgew. in Fl. Brit. India  1: 237.1874.,2,no flower colour mentioned,UNKNOWN
21. Arenaria pulvinata  Edgew. in Fl. Brit. India  1: 238.1874.,2,no flower colour mentioned,UNKNOWN
"22. Arenaria serpyllifolia  L., Sp. PI. 423.1753; Edgew. & Hook. f. in Fl. Brit. India",2,flowers white,WHITE
23. Arenaria stracheyi  Edgew. in Fl. Brit. India  1: 240.1874.,2,flowers white,WHITE
"3. Capsules 6-valved, shorter than  sepals; seeds somewhat auriform,  pale, smooth.",2,no flower colour mentioned,UNKNOWN
24. Arenaria thangoensis  W. Smith in Rec. Bot. Surv. India 4:180.1911.,2,no flower colour mentioned,UNKNOWN
2. Brachystemma  D. Don,2,flowers white,WHITE
3. Cerastium  L.,2,flowers white,WHITE
2. C. cerastoides,2,no flower colour mentioned,UNKNOWN
7. C.  thomsonii,2,no flower colour mentioned,UNKNOWN
1. C.  alpinum,2,no flower colour mentioned,UNKNOWN
5. C.  glomeratum,2,no flower colour mentioned,UNKNOWN
"1. Cerastium alpinum  L., Sp. PI. 438.1753; Kachroo et al., Fl. Ladakh 62.1977.",2,flowers white,WHITE
2. Cerastium  cerastoides  (L.)  Britton  in  Mem.  Torrey  Bot.  Club  5:  152. 1894.,2,flowers white,WHITE
"3. Cerastium  dahuricum  Fischer  in  Sprengel,  PI. Min.  Cogn.  Pug.  2: 65. 1815;",2,no flower colour mentioned,UNKNOWN
4. Cerastium fontanum  Baumg. subsp. triviale  (Link)  Jalas  in Arch. Soc. Zool.,2,no flower colour mentioned,UNKNOWN
"1874. Herbs,  laxly  caespitose,  hirsute  throughout  or  glandular-pubescent  upwards.",2,no flower colour mentioned,UNKNOWN
"5. Cerastium glomeratum  Thuill., Fl. Env. Paris ed. 2,226.  1799. C. vulgatum  auct.",2,flowers white,WHITE
"6. Cerastium  indicum  Wight  & Arn.,  Prodr. 43. 1834; Edgew.  & Hook.  f.  in  F t",2,no flower colour mentioned,UNKNOWN
"7. Cerastium thomsonii  Hook, f.,  Fl. Brit. India  1: 228.1874.",2,no flower colour mentioned,UNKNOWN
4. Cucubalus  L.,2,no flower colour mentioned,UNKNOWN
5. Dianthus  L.,2,no flower colour mentioned,UNKNOWN
4. D. chinensis,2,no flower colour mentioned,UNKNOWN
3. D. caryophyllus,2,no flower colour mentioned,UNKNOWN
7. D.  falconeri,2,no flower colour mentioned,UNKNOWN
"1. Dianthus anatolicus  Boiss., Diagn. PI. Orient.  1,1: 22.1843; Edgew. & Hook,",2,flowers white,WHITE
2. Dianthus cachemiricus  Edgew. in Fl. Brit. India.  1: 214.1874.,2,flowers pink,PINK
"10. Ovary on a long gynophore, 1-locular; styles 2.  Capsules opening by 4 teeth.",2,no flower colour mentioned,UNKNOWN
"3. Dianthus caryophyllus  L., Sp. PI. 411.1753; Edgew. & Hook. f. in Fl. Brit. India",2,flowers rose-purple or white,WHITE
"4. Dianthus  chinensis  L.,  Sp. P1.411.  1753. D.  seguierii  Villars, Prosp.  Hist. PI.",2,"petals pink to purple, rarely white",WHITE
"5. Dianthus  crinitus  Smith  in Trans. Linn.  Soc.,  Lond.  2: 300. 1794; Edgew.  &",2,flowers white to pale pink,WHITE
"6. Dianthus deltoides  L., Sp. PI. 411.1753; Edgew. & Hook. f. in Fl. Brit. India 1:",2,"petals pale flesh-coloured to rose-purple, rarely white",WHITE
7. Dianthus falconeri  Edgew. in Fl. Brit. India  1: 214.1874.,2,flowers pink,PINK
8. Dianthus jacquemontii  Edgew. in Fl. Brit. India  1: 214.1874.,2,flowers pink,PINK
"9. Dianthus  orientalis  Adams  in  Fried.  Weber. & Mohr,  Beitr.  1: 54.  1805.  D.",2,"petals rose, pink or white",WHITE
6. Drymaria  Schultes,2,flowers white,WHITE
1. D. diandra,2,no flower colour mentioned,UNKNOWN
"1. Drymaria diandra  Blume, Bijdr. 62.1825. D. cordata sensu Edgew. & Hook.  f.",2,flowers white,WHITE
2. Drymaria villosa  Cham. & Schlecht. in Linnaea 5: 232.1830; Mizushima  in Fl.,2,no flower colour mentioned,UNKNOWN
7. Gypsophila  L.,2,"petals white to pink, often with purple streaks",WHITE
"1. Gypsophila  cerastioides  D. Don, Prodr. Fl. Nep. 213.1825; Edgew. & Hook.  f.",2,flowers white or white with purple streaks,WHITE
2. Gypsophila sedifolia  Kurz in Flora 30: 285.1872; Edgew. & Hook. f. in Fl. Brit.,2,no flower colour mentioned,UNKNOWN
8. Herniaria  L.,2,no flower colour mentioned,UNKNOWN
2. H.  hirsuta,2,no flower colour mentioned,UNKNOWN
3. H.  incana,2,no flower colour mentioned,UNKNOWN
"1. Herniaria  cachemiriana  Gay  in  Duchartre,  Rev.  Bot.  2:  370.  1847; Singh  &",2,no flower colour mentioned,UNKNOWN
"2. Herniaria hirsuta  L., Sp. PL 218.1753; Edgew.  & Hook. f. in Fl. Brit. India 1:",2,no flower colour mentioned,UNKNOWN
"3. Herniaria incana  Lam., Encycl. 3:124.1789.  H. hirsuta  L. var. incana  (Lam.)",2,no flower colour mentioned,UNKNOWN
9. Holosteum  L.,2,flowers white,WHITE
10. Lepyrodiclis  Fenzl,2,no flower colour mentioned,UNKNOWN
"1. Lepyrodiclis holosteoides  (C. Meyer) Fischer & C. Meyer, Enum. PI. Nov. 1:",2,flowers white,WHITE
"2. Lepyrodiclis tenera  Boiss., Diagn. PI. Orient. 2. 1: 84. 1853. Arenaria tenera",2,flowers white,WHITE
11. Lychnis  L.,2,petals red or white,WHITE
"1. Lychnis coronaria  (L.) Desr. in Lam., Encycl. 3: 643.1792; Edgew. & Hook.  f.",2,flowers red-purple,RED
"2. Lychnis ischnopetala  (F. Williams) Majumdar, comb. nov. Hedona  ischnopetala",2,no flower colour mentioned,UNKNOWN
12. Minuartia  L.,2,petals white or pink,WHITE
4. M. sedoides,2,no flower colour mentioned,UNKNOWN
2. M. ebracteolata,2,no flower colour mentioned,UNKNOWN
"1. Minuartia  biflora  (L.) Schinz & Thell. in Bull. Herb. Boiss. 2, 7: 404. 1907; M.",2,no flower colour mentioned,UNKNOWN
2. Minuartia ebracteolata  Majumdar  & Giri in Candollea 38:343.1983.,2,no flower colour mentioned,UNKNOWN
3. Minuartia kashmirica  (Edgew.) Mattf. in Bot. Jahrb. Syst. 57 (Beibl. 126): 32.,2,no flower colour mentioned,UNKNOWN
4. Minuartia  sedoides  (L.)  Hiern  in  J.  Bot.  37: 321. 1899; Majumdar  &  Giri  in,2,no flower colour mentioned,UNKNOWN
13. Myosoton  Moench,2,flowers white,WHITE
14. Petrorhagia  (Ser.) Link,2,flowers white,WHITE
"15. Polycarpaea  Lam., nom. cons.",2,no flower colour mentioned,UNKNOWN
3. P. spicata,2,no flower colour mentioned,UNKNOWN
2. P.  diffusa,2,no flower colour mentioned,UNKNOWN
"1. Polycarpaea corymbosa  (L.) Lam., Tabl. Encycl. 2:129.1797; Edgew. & Hook,",2,flowers reddish,RED
1987. Fl. & Fr.  Aug. - March.,2,no flower colour mentioned,UNKNOWN
2. Polycarpaea  diffusa  Wight  &  Arn.  in Ann. Nat. Hist.  3: 91. 1839; Edgew.  &,2,no flower colour mentioned,UNKNOWN
3. Polycarpaea  spicata  Wight  & Arn.  in Ann. Nat.  Hist. 3: 91. 1839; Edgew.  &,2,no flower colour mentioned,UNKNOWN
16. Polycarpon  L.,2,flowers white,WHITE
1. Polycarpon prostratum  (Forsskal) Aschers. & Schweinf. in Oesterr. Bot. Z. 39:,2,no flower colour mentioned,UNKNOWN
"2. Polycarpon tetraphyllum  (L.) L., Syst. Nat. ed. 10,1:881.1759; Dunn in Gamble,",2,flowers white,WHITE
17. Pseudostellaria  Pax,2,flowers white,WHITE
18. Sagina  L.,2,flowers white,WHITE
4. S. purli,2,no flower colour mentioned,UNKNOWN
"1. Sagina apetala  Ard., Animadv. Bot. Sp. Alt. 2: 22, t. 8, f.  1.1763; Mizushima in",2,flowers white or absent,WHITE
2. Saginajaponica  (Sw.) Ohwi in J. Jap. Bot. 13: 438.1937.  Spergula japonica  Sw.,2,no flower colour mentioned,UNKNOWN
"8. Capsules  globose,  ovate  or  conical,  5-valved,  longer  than  calyx;  seeds  reniform,",2,no flower colour mentioned,UNKNOWN
"3. Sagina procumbens  L., Sp. PI. 128.1753; Mizushima in J. Jap. Bot. 35:193.1960.",2,flowers white or absent,WHITE
"4. Sagina purii  R. D. Gaur in J. Bombay Nat. Hist. Soc. 89: 236, ff.  1 A  - J. 1992.",2,flowers white,WHITE
"5. Sagina saginoides  (L.) Karsten, Deut. Fl. 539.1883. Spergula saginoides  L., Sp.",2,flowers white,WHITE
19. Scleranthus  L.,2,no flower colour mentioned,UNKNOWN
20. Silene  L.,2,no flower colour mentioned,UNKNOWN
9. S.  falconeriana,2,no flower colour mentioned,UNKNOWN
24. S. stewartii,2,no flower colour mentioned,UNKNOWN
15. S.  kunawurensis,2,no flower colour mentioned,UNKNOWN
27. S. viscosa,2,no flower colour mentioned,UNKNOWN
1. S.  amoena,2,no flower colour mentioned,UNKNOWN
20. S.  nigrescens,2,no flower colour mentioned,UNKNOWN
16. S.  laxantha,2,no flower colour mentioned,UNKNOWN
21. S.  rechingeri,2,no flower colour mentioned,UNKNOWN
8. S. falconer!,2,no flower colour mentioned,UNKNOWN
11. S.  gonosperma,2,no flower colour mentioned,UNKNOWN
19. S.  nepalensis,2,no flower colour mentioned,UNKNOWN
7. S. edgeworthii,2,no flower colour mentioned,UNKNOWN
4. S. cashmeriana,2,flowers white,WHITE
6. S. conoidea,2,no flower colour mentioned,UNKNOWN
25. S. vagans,2,no flower colour mentioned,UNKNOWN
"1. Silene amoena  L., Sp. PI. 417.1753. S. tenuis Willd., Enum. PI. 474.1809; Edgew.",2,flowers pale yellow or brown,YELLOW
"2. Silene caespitella  F. Williams in J. Linn. Soc, Bot. 38:403.1909.  S.  maheshwarii",2,flowers reddish,RED
"3. Silene cancellata  (Edgew. & Hook, f.) Majumdar  in  J. Indian Bot. Soc. 42:660.",2,no flower colour mentioned,UNKNOWN
4. Silene cashmeriana  (Royle ex Benth.) Majumdar  in J. Indian Bot. Soc. 42: 649.,2,flowers dirty white or brown,WHITE
"5. Silene colorata  Poiret, Voy. Barbarie 2:163.1789.  Silene intrusa  Wight & Arn.,",2,flowers rose-coloured,RED
"1874. Herbs, annual,  stout,  erect,  10 - 45 cm high, glandular-pubescent;  stems  dichoto-",2,flowers pink,PINK
7. Silene  edgeworthii  Bocq.  in  Candollea  22: 13. 1967.  Agrostemma,2,no flower colour mentioned,UNKNOWN
8. Silene falconeri  (Rohrb.) Bocq. in Candollea 22: 9.1967.  Melandrium  falconeri,2,no flower colour mentioned,UNKNOWN
"9. Silene falconeriana  Royle ex Benth. in Royle, Illus. Bot. Himal. 79, t. 20, f.  A",2,flowers white,WHITE
"1874. Herbs,  annual;  stems  erect,  10 - 45 cm  high,  often  branched,  sparsely  pubescent,",2,no flower colour mentioned,UNKNOWN
11. Siline  gonosperma  (Rupr.)  Bocq.  in  Candollea  22:  7.  1967.  Physolychnis,2,petals whitish or reddish purple,WHITE
"12. Silene indica  Roxb. ex Otth in D C , Prodr. 1:368.1824. Lychnis  indica  (Roxb.",2,petals brownish purple,PURPLE/BLUE
13. Silene khasiana  Rohrb. in Linnaea 36: 258.1869 -1870; Edgew. & Hook. f. in,2,flowers pale pink,PINK
"14. Silene kumaonensis  F. Williams in J. Linn. Soc, Bot. 32: 43.1896.",2,no flower colour mentioned,UNKNOWN
"15. Silene  kunawurensis  Royle  ex Benth.  in  Royle, Illus. Bot.  Himal.  79. 1834;",2,no flower colour mentioned,UNKNOWN
16. Silene Iaxantha  Majumdar  in J. Indian  Bot. Soc. 42:650.1963 (1964).  Lychnis,2,no flower colour mentioned,UNKNOWN
17. Silene madens  Majumdar  in J. Indian Bot. Soc. 42: 648.1963 (1964).  Lychnis,2,flowers dark purple,PURPLE/BLUE
"18. Silene moorcroftiana  Wallich ex Benth. in Royle, Illus. Bot. Himal. 79.1834;",2,flowers white or reddish,WHITE
19. Silene nepaiensis  Majumdar  in J. Indian Bot. Soc. 42:649.1963 (1964).  Lychnis,2,no flower colour mentioned,UNKNOWN
20. Silene  nigrescens  (Edgew.)  Majumdar  in  J.  Indian  Bot.  Soc.  42: 647.  1963,2,petals pink,PINK
21. Silene rechingeri  Bocq. in Candollea 22:11.1967.  Lychnis  cuneifolia  Royle ex,2,petals purple,PURPLE/BLUE
22. Silene  setisperma  Majumdar  in  J.  Indian  Bot.  Soc.  42:  649.  1963  (1964).,2,no flower colour mentioned,UNKNOWN
"1800. Lychnis  inflata  (Wallich ex G. Don)  Benth. in Royle, Illus. Bot. Himal. 80.1834;",2,no flower colour mentioned,UNKNOWN
"1967. Melandrium  songaricum Fischer, C. Meyer  & Ave-Lall., Suppl. Index Sem. Hort.",2,no flower colour mentioned,UNKNOWN
24. Silene  stewartii  (Edgew.)  Majumdar  in  Bull. Bot. Surv. India  16:  153. 1974.,2,flowers white,WHITE
"25. Silene vagans  C.B. Clarke in J. Linn. Soc, Bot. 25: 6.1889.",2,no flower colour mentioned,UNKNOWN
"26. Silene viridiflora  L.  forma  webbiana  (Wallich  ex Benth.)  Rohrb.,  Monogr.",2,no flower colour mentioned,UNKNOWN
"27. Silene viscosa  (L.) Pers., Syn. PI. 1: 497.1805. Cucubalus  viscosus  L., Sp. PI.",2,flowers white,WHITE
"28. Silene vulgaris  (Moench)  Garcke, Fl. N. Mitt. Deutschland  ed.  9, 64. 1869.",2,flowers white,WHITE
21. Spergula  L.,2,flowers white,WHITE
"1. Spergula arvensis  L., Sp. PI. 440.1753; Edgew. & Hook. f. in Fl. Brit. India  1:",2,flowers white,WHITE
"2. Spergula fallax  (Lowe) E.H. Krause in Sturm, Deutschl. Fl. ed. 2., 5: 21.1901.",2,flowers white,WHITE
"22. Spergularia  (Pers.) J. S. & C. Presl, nom. cons.",2,petals pink,PINK
23. Stellaria  L.,2,white,WHITE
6. S.  monosperma,2,no flower colour mentioned,UNKNOWN
16. S. wallichiana,2,no flower colour mentioned,UNKNOWN
10. S.  semivestita,2,no flower colour mentioned,UNKNOWN
1. S. decumbens,2,no flower colour mentioned,UNKNOWN
15. S. vestita,2,no flower colour mentioned,UNKNOWN
12. S. subumbellata,2,no flower colour mentioned,UNKNOWN
"1. Stellaria  decumbens  Edgew.  in  Trans.  Linn.  Soc,  Lond.  20:  35.  1846.  S.",2,no flower colour mentioned,UNKNOWN
"2. Stellaria graminea  L., Sp. PI. 422.1753; Edgew. & Hook. f. in Fl. Brit. India 1:",2,flowers white,WHITE
3. Stellaria  himalayensis  Majumdar  in  J.  Indian  Bot.  Soc.  44:  141.  1965  (as,2,flowers white,WHITE
"4. Stellaria lanata  Hook, f.,  Fl. Brit. India  1: 232.1874.",2,no flower colour mentioned,UNKNOWN
"5. Stellaria  media  (L.)  Villars, Hist. PL Dauphine  3: 615. 1789, p. p.; Edgew.  &",2,flowers white,WHITE
"6. Stellaria monosperma  D. Don, Prodr. Fl. Nep.  215.1825.  S.  crispata  Edgew.",2,no flower colour mentioned,UNKNOWN
"3. Capsules 6-valved,  as long as calyx, ca 4 mm in diam.; seed  1 or 2, suborbicular  to",2,no flower colour mentioned,UNKNOWN
"7. Stellaria palustris  Retz., Fl. Scand. Prodr. ed. 2,106.1795.  S. glauca With., Arr.",2,flowers white,WHITE
"10. Styles 3.  Capsules broadly ovoid, 6-valved, as long as sepals; seeds ovoid, ca 0.7 x 1",2,no flower colour mentioned,UNKNOWN
