species_id,volume,raw_text,flower_color_free_text
9. A. paniculata,23,"2 2 a. Spikes ending with allomorphic flowers b. Spikes without allomorphic flowers 3 5 3 a. Female bracts without definite shape, but deeply 3 - 5-lobed; lobes linear, strap- shaped b. Female bracts campanulate or tubular, not deeply lobed",no flower colour mentioned
10. A. superba,23,"4 4 a Female bracts almost tubular, fimbriate along the rim with long subulate hispid teeth, eglandular",no flower colour mentioned
3. A. ciliata,23,"b. Female bracts campanulate, not tubular, shortly toothed along margins, bordered with long",no flower colour mentioned
8. A. malabarica,23,hispid gland-tipped hairs 5 a. Spikes unisexual; female spikes terminal; male spikes axillary b. Spikes bisexual; female and male flowers in the same axillary or terminal spikes,no flower colour mentioned
1. A. alnifolia,23,"6 6 a. Female bracts very few, 1 - 5 in each spike b. Female bracts many, 8 – 20 in each spike 7 8 7 a. Female bracts cup-like, dentate, 5 - 6 mm across b. Female bracts rounded, rhombate or orbicular, 1.5 - 2 cm across",no flower colour mentioned
5. A. fruticosa,23,"9 8 a. Inflorescences terminal and axillary; female bracts 8 – 10 in each spike, large, shallowly and obtusely toothed, without gland-tipped hairs along margins, less crowded on spikes, enclosing",no flower colour mentioned
6. A. indica,23,"the female flowers b. Inflorescences all axillary; female bracts 18 – 20 in each spike, small, crenate with gland-tipped hairs along margins, more crowded on spikes; female flowers situated above the bracts, not",no flower colour mentioned
7. A. lanceolata,23,"enclosed by bracts 9 a. Female bracts 3 – 5 in each spike, ovate-deltoid or rhombate, glandular, 3 - 5- flowered",no flower colour mentioned
2. A. australis,23,"b. Female bracts 1 or 2 in each spike, rounded, reniform or orbicular, eglandular, 1 - 2- flowered",no flower colour mentioned
"1. Acalypha alnifolia Klein ex Willd., Sp. Pl. ed. 4, 4: 525. 1805; Müll.Arg. in DC., Prodr.",23,"Fig. 3 15(2): 843. 1866; Hook.f., Fl. Brit. India 5: 415. 1887. Tam.: Sirukurunjan. Herbs or shrubs, up to 2 m high; branchlets hispid to tomentose. Leaves ovate, elliptic- ovate to lanceolate, deltoid, rounded, truncate or subcordate at base, crenate to serrate along 9 2 FLORA OF INDIA [VOL. 23 Fig. 3. Acalypha alnifolia Klein ex Willd.: a. habit; b. male flower; c. stamens; d. female spike (diagrammatic); e. female flower; f. fruit; g. seed. 2012 ] EUPHORBIACEAE 9 3 margins, acute to subacuminate at apex, (1 -) 3 - 10 x 1 - 8 cm, membranous to coriaceous, pilose- velutinous on both sides or only above and densely white soft woolly tomentose beneath; main basal nerves 3 or 4; lateral nerves 4 - 6 pairs; petioles (0.5 -) 1 - 6 cm long, densely pubescent. Male spikes usually in lower leaf-axils, dense-flowered, 1.5 - 10 cm long; flowers 1 - 1.5 mm across, subsessile; sepals 4, ovate or ovate-lanceolate, 0.5 - 1 mm across, puberulous; stamens 15 - 19; filaments ca 0.3 mm long; anthers linear, vermiculiform, 0.2 - 0.4 mm long. Female spikes terminal, 1 - 3 cm long, few-flowered; bracts folded, cupular to campanulate, 4 - 8 mm across, dentate, each 1- or 3-flowered; flowers sessile; calyx-lobes 3, ovate to ovate-lanceolate, 0.5 - 0.8 mm across; ovary 2 - 3 mm across, tomentose, glandular; styles 3, filiform, fimbriate or plumose, 1 - 1.5 cm long, pilose. Capsules enclosed by bracts, trilobed, 3 - 4 mm across, hispid to tomentose; seeds ovoid, subglobose, ca 2 mm across, smooth, dark red to reddish brown. Fl. & Fr. Throughout the year. Distrib. India: Scrub jungles, on dry slopes with poor soil, sunny areas, up to 1000 m altitude. Andhra Pradesh, Karnataka, Kerala and Tamil Nadu. Endemic. Uses. Valaya tribals of Tamil Nadu use the leaf juice mixed with 100 ml of cow’s milk two times daily for six months against diabetes (Rajendran et al. in Indian J. Trad. Med. 1: 62. 2002). Notes. Chromosome number. 2n = 20 (Harvey, Taxon 15: 155 - 163. 1966; Datta, Taxon 16: 341 - 350. 1967; Krishnappa & Reshme, Taxon 24: 533 - 547. 1980).",no flower colour mentioned
"2. Acalypha australis L., Sp. Pl. 1004. 1753; Singh in Indian Forester 93: 186. 1967.  A.",23,"chinensis Roxb., Fl. Ind., ed. Carey 3: 677. 1832. Herbs, monoecious, annual; branches erect or ascending, finely pubescent. Leaves elliptic-lanceolate to ovate-lanceolate, broadly cuneate to truncate or rounded at base, crenate- serrate along margins, acute to acuminate at apex, 3 - 6 x 1.5 - 3 cm, membranous to chartaceous, pilose or sparsely hispid; main nerves 3 or 4 at base; lateral nerves 4 or 5 pairs; petioles 1 - 2.5 cm long, finely pubescent; stipules subulate to lanceolate, up to 1 mm long. Flowers in axillary peduncled spikes. Male flowers: minute, sessile and clustered in upper part of 1 - 1.5 cm long spikes; sepals 3 or 4, ovate-lanceolate, 0.5 - 0.6 mm long; stamens 8 - 10; filaments up to 0.2 mm long; anthers vermiculiform, 0.3 - 0.5 mm long. Female flowers: at lower part of the spikes, 2 or 3 fertile ones mixed with 3 - 5 sterile flowers enclosed in each bract; bracts foliaceous, folded, ovate-deltoid or rhombate, crenate-serrate, 1.5 - 2 x 1 - 1.5 cm, glandular-ciliate; fertile flowers sessile, 1 - 1.5 mm across, sepals 3 or 4, irregular, ovate-lanceolate, ca 1 mm across; ovary 2- loculed, ca 1 mm across, hirsute; styles 3, filiform, laciniate, 1 - 3 mm long. Capsules ovoid, 2 - 4 mm across, pilose; seeds globose to subglobose, ca 2 mm across. Fl. & Fr. April - Dec. Distrib. India: Introduced and now a common weed in Tea gardens, along embankments and in moist shaded places in forests, at 500 to 1000 m altitudes. Uttarakhand (Garhwal Himalayas). China, Taiwan, Laos, Korea, Japan, Philippines and Australia. 9 4 FLORA OF INDIA [VOL. 23 Note. Chromosome number: 2n = 14 (Hsu, Taiwania 14: 11 - 27. 1968).",no flower colour mentioned
"3. Acalypha ciliata Forssk., Fl. Aegypt.-Arab. 162. 1775;  Hook.f., Fl. Brit. India 5: 417.",23,Fig. 4,no flower colour mentioned
"1887. Guj.: Dadra, Runchalo-dadri;  Punj: Kokali, Kuppi.",23,"Herbs, erect, annual, 30 - 80 cm high, flaccid; stems ascending, sparingly branched; branches pubescent. Leaves ovate to ovate-lanceolate or ovate-rhombate, cuneate, rounded, truncate or obtuse at base, sharply toothed along margins, caudate-acuminate or apiculate at apex, 2 - 12 x 1.5 - 8 cm, coriaceous, pilose on nerves, gland-dotted; main nerves 3 - 5 at base; lateral nerves 5 - 8 pairs above the basal; petioles 2 - 8 (- 12) cm long, finely pubescent; stipules subulate, up to 2 mm long. Spikes axillary, androgynous, 1 - 4 cm long, ending in allomorphic flowers. Male flowers: 0.5 - 0.7 mm across, few, sessile, clustered at apex; sepals 4, ovate to suborbicular, 0.5 - 0.7 mm across, glandular pubescent; stamens 8 - 12; filaments ca 0.1 mm long; anthers linear, ca 0.3 mm long. Female flowers: 1 - 3 mm across, several at axils of bracts; bracts leafy, folded, campanulate, 4 - 6 x 5 - 8 mm, fringed or fimbriate at rim, hispid or finely pubescent, gland-dotted; sepals 3, ovate to ovate-lanceolate, 0.5 - 0.7 mm long; ovary 3-loculed, 0.7 - 1 mm across, sparsely hispid; styles 3, filiform, laciniate, 1 - 2 mm long. Capsules 3-lobed, 3 - 4 mm across, glabrous; seeds ovoid to subglobose, ca 2 mm across, smooth. Fl. & Fr. July - Dec. Distrib. India: Along bushes and hedges near gardens, weed of cultivated fields, wastelands, hill slopes and scrub jungles, from 1000 to 2600 m altitude. Throughout India from Jammu & Kashmir to Tamil Nadu. Tropical Africa, Southern Arabia, Pakistan, Nepal, Sri Lanka and Java. Uses. Roots used as a laxative and vermifuge. Juice of leaves smeared on poisonous stings and on various skin diseases. Note. Chromosome number: 2n = 20 (Harvey, Taxon 15: 155 - 163. 1966; Champault, Bull. Soc. Bot. Fr. 117: 137 - 168. 1970).",no flower colour mentioned
"4. Acalypha dalzellii Hook.f., Fl. Brit. India 5: 414. 1887.",23,"Herbs or shrubs, erect, 30 - 50 cm high; branchlets subglabrous. Leaves elliptic-lanceolate to ovate-lanceolate, acute, broadly cuneate or obtuse at base, shallowly crenate-dentate along margins, acute to acuminate at apex, 4 - 7 x 2 - 4 cm, membranous to coriaceous, subglabrous or finely pubescent on both sides, basally trinerved, eglandular; lateral nerves 4 - 6 pairs above basal; petioles 1.5 - 3 cm long; stipules minute, caducous. Male inflorescences not seen. Female flowers: in axillary solitary long-peduncled 1 or 2-flowered bracts; bracts foliaceous, reniform to orbicular, folded, shallowly dentate along margins, 1 - 1.5 cm across; bracteoles at the axils of peduncle, linear-lanceolate, 3 - 5 x 1 - 1.5 mm; sepals 3, ovate-lanceolate, up to 3 mm across; ovary 3-loculed, ca 2 mm across, finely pubescent or subglabrous; styles 5 - 15 mm long, plumose. Fruits not seen. Fl. & Fr. Period not known. 2012 ] EUPHORBIACEAE 9 5 Fig. 4. Acalypha ciliata Forssk.: a. twig with spikes; b. male f lower; c. stamens; D. female bract split opened; E. female flower; F.female f lower; G. fruit; H. seed. 9 6 FLORA OF INDIA [VOL. 23 Distrib. India: Moist wastelands. Maharashtra. Endemic and very rare, not collected since the type collection by Dalzell in 1878.",no flower colour mentioned
"5. Acalypha fruticosa Forssk., Fl. Aegypt.-Arab. 161. 1775; Hook.f., Fl. Brit. India 5: 415.",23,Fig. 5,no flower colour mentioned
"1887. Eng.:  Birch-leaved Acalypha;    Kan.:  Chinni;    Mal.:  Kuppameni,  Sinnimaram;   Tam.:",23,"Aathathazhai, Cini, Sinni; Tel.: Chinni. Shrubs or undershrubs, 0.5 - 2.5 m high, with waxy glands; branchlets finely pubescent; young parts greyish puberulous. Leaves ovate-oblong, rounded, acute to obtuse at base, serrate to crenate along margins, acute, acuminate or sometimes obtuse or subobtuse at apex, 1.5 - 5 x 1.5 - 3.5 cm, membranous to chartaceous, pilose or pubescent on both sides, with yellowish glands beneath; basal nerves palmate, 2 - 4 pairs; lateral nerves 2 - 4 pairs; petioles 1 - 2.5 cm long; stipules subulate or linear, up to 2 mm long; Spikes axillary or terminal, 1 - 5 cm long, arising singly, paired or 3 together from above the scars of fallen leaves. Male flowers: many, clustered along the spikes, followed by sterile flowers; pedicels up to 0.3 mm long, pubescent; sepals 4, ovate-lanceolate, ca 0.5 mm long, pubescent; stamens 10 - 15; filaments ca 0.2 mm long; anthers vermiculiform, 0.3 - 0.5 mm long. Female flowers: 2 - 3 mm across, few at the very base of the spike or in separate small clusters resembling few-flowered spikes in the axils of young leaves; bracts leafy, folded, dentate along margins, 5 - 6 mm across, glandular, 1- or 2- flowered; sepals 3, ovate to ovate-lanceolate, 0.7 - 1 mm long, pubescent; ovary 2 - 3 mm across, glandular, pubescent; styles 3, filiform, laciniate, up to 1 cm long. Capsules ovoid, trilobed, 3 - 4 mm across, tomentose; seeds subglobose or ovoid, ca 2 mm across, smooth. Fl. & Fr. Feb. - Aug. Distrib. India: Commonly seen in rocky soil along hill slopes and roadsides. Andhra Pradesh, Karnataka, Kerala and Tamil Nadu. Tropical Africa, Arabia, Sri Lanka, Myanmar and Java. Uses. The leaves are alternative and agreeable stomachic in dyspepsia and other ailments.",no flower colour mentioned
"6. Acalypha indica L., Sp. Pl. 1003. 1753; Dalzell & A.Gibson, Bombay Fl. 228. 1861;",23,"Hook.f., Fl. Brit. India 5: 416. 1887. Beng.: Mukta-jhuri; Guj.: Dadano, Dadro, Vinchikanto; Hindi: Khokle, Kuppi; Kan.: Kuppigida; Mal.: Kuppameni; Mar.: Khokte, Khopli, Kuppi; Sans.: Harita-manjari; Tam.: Kuppaimeni; Tel.: Kuppichettu, Pippinta. Herbs, monoecious, annual, erect, 40 - 90 cm high; stem simple or branched, finely pubescent. Leaves elliptic-ovate, rhombate-ovate or broadly ovate cuneate, rounded or attenuate at base, crenate or serrulate along margins, acute or abruptly acuminate at apex, 2 - 7 x 1.5 - 5 cm, membranous to subcoriaceous, sparsely hispid above, finely pubescent beneath; main nerves 3 - 5 at base; lateral nerves 3 - 5 pairs; petioles 3 - 8 cm long; stipules subulate, up to 2 mm long. Spikes axillary or terminal, 1.5 - 9 cm long, finely pubescent. Male flowers: clustered at the upper portion of the spike, followed by a tuft of sterile flowers, terminating in an allomorphic flower; flowers subsessile, ca 1 mm across; pedicels ca 0.3 mm long; sepals 4, obovate, ca 0.5 mm 2012 ] EUPHORBIACEAE 9 7 Fig. 5. Acalypha fruticosa Forssk.: A. twig with spikes; B. male flower; C. stamens; d. female flower enclosed in folded bract; e. female bract split opened f. female flower; g. fruit; h. seed. 9 8 FLORA OF INDIA [VOL. 23 across; stamens 10 – 15; filaments ca 0.2 mm long; anthers vermiculiform, 0.4 - 0.5 mm long. Female flowers: many, one each in the axils of bracts from base to above the middle of the spike; bracts alternate, cup-shaped, denticulate along margins, 5 - 13 mm across; flowers sessile, 1 - 2 mm across; sepals 3, ovate-lanceolate, 0.5 - 0.7 mm long; ovary 1 - 1.5 mm across, densely whitish tomentose; styles 3, filiform, laciniate, 2 - 4 mm long. Capsules completely enclosed by bracts, ovoid, trilobed, 3 - 4 mm across, densely minutely pubescent, mixed with a few short stipitate pale brown glands. Fl. June - Feb.; Fr. Throughout the year. Distrib. India: Coastal plains to 1000 m altitude, wastelands, moist shaded riverbanks and wetlands, often a troublesome weed in cultivated fields and gardens. Gujarat, Rajasthan, Uttar Pradesh, Bihar, West Bengal, Assam, Orissa, Madhya Pradesh, Andhra Pradesh, Maharashtra, Karnataka, Kerala, Tamil Nadu and Andaman & Nicobar Islands. Widespread in Old World tropics. Uses. The fresh and dry plant is a gastro-intestinal irritant and used as substitute for ipecacuanha. Leaves used externally in scabies and eczema. In Unani medicine, a decoction of the entire plant used as a speedy and safe laxative. The juice of the fresh leaves is a reliable emetic. Steyn (Chem. Abstr. 32: 8617. 1938) found that the plant contains HCN and causes intense dark brown discoloration of blood and gastro-intestinal irritation in rabbits. Note. Chromosome numbers: n = 14 (Thombre, Curr. Sci. 28: 206 - 207. 1959); 2n = 18 (Sharma & Jash, Proc. 45th Indian Sci. Congr., Part 3: 302 - 303. 1958); 2n = 20 (Gajapathy, Bull. Bot. Surv. India 3: 49 - 51. 1961); n = 14 (Sanjappa, Taxon 28: 274. 1979).",no flower colour mentioned
"1906. A. fallax Müll.Arg. in Linnaea 34: 43. 1865 & in DC., Prodr. 15(2): 872. 1866; Hook.f., Fl. Brit.",23,"Fig. 6 India 5: 416. 1887. Herbs, erect or ascending, 20 - 50 cm high; branches hirsute or finely pubescent. Leaves crowded, broadly ovate to ovate-lanceolate, cuneate, rounded or truncate at base, crenate- serrate or dentate along margins, acute, to subacuminate at apex, 1 - 10 x 0.8 - 8 cm, membranous to thinly coriaceous, finely pubescent, gland-dotted; main nerves 3 - 4 at base; lateral nerves 4 - 6 pairs; petioles 0.5 - 9 cm long; stipules filiform, ca 2 mm long. Spikes axillary, sessile or peduncled, 1.5 - 8 cm long. Male flowers: 0.5 - 0.8 mm across, few, clustered in a small head, concealed in uppermost bracts; bracts ovate, 0.5 - 0.7 mm across; sepals 4, ovate to ovate- lanceolate, ca 0.5 mm across; stamens 8 - 15; filaments ca 0.1 mm long; anthers vermiculiform, 0.2 - 0.3 mm long. Female flowers: 1 - 2 mm across, solitary in each bract; bracts reniform or campanulate folded, 3 - 4 mm across, shallowly dentate; sepals 3, ovate to ovate-lanceolate, 0.5 - 0.8 mm across, pubescent; ovary ca 0.8 mm across, densely pubescent; styles 3, filiform, 2 - 4 mm long; stigma fimbriate. Capsules 3-lobed, 2 - 2.5 x 4 - 5 mm, with hispid hairs from glandular bases; seeds ovoid to globose-ovoid, 1.5 - 2 mm across. Fl. & Fr. June - Nov. Distrib. India: A weed in gardens, roadsides and cultivated fields, at low altitudes. Gujarat, 2012 ] EUPHORBIACEAE 9 9 Fig. 6. Acalypha lanceolata Willd.: a. habit; b. male flower; c. stamens; d. female bracts arranged in spike; e. female flower; f. fruit; g. seed. 100 FLORA OF INDIA [VOL. 23 Rajasthan, Madhya Pradesh, Uttar Pradesh, West Bengal, Orissa, Andhra Pradesh, Maharashtra, Karnataka, Kerala, Tamil Nadu and Andaman Islands. Sri Lanka, Bangladesh, Myanmar, China, Thailand, Indo-china, through Malesia to Polynesia. Note. Chromosome numbers: n = 14 (Sanjappa, Taxon 28: 274. 1979); 2n = 38 (Datta, Taxon 16: 341 - 350. 1967, as A. fallax); 2n = 42 (Banerji, Bull. Bot. Soc. Bengal 3: 29 - 32. 1949, as A. fallax).",no flower colour mentioned
"8. Acalypha malabarica Müll.Arg. in Linnaea 34: 42. 1865 & in DC., Prodr. 15(2): 871. 1866;",23,"Fig. 7 Hook.f., Fl. Brit. India 5: 416. 1887. Herbs, annual, erect, 30 - 40 cm high; branches finely pubescent. Leaves ovate to ovate- lanceolate or elliptic to elliptic-lanceolate, cuneate to subtruncate at base, crenate-serrate along margins, acute to subobtuse at apex, 1.5 - 6 x 1.2 - 3 cm, membranous to thinly coriaceous, pilose or hispid on both surfaces, gland-dotted beneath; basal nerves 3 - 5 from the base; lateral nerves 4 - 6 pairs; petioles 1.5 - 6 cm long; stipules subulate to linear, up to 3 mm long. Spikes axillary, up to 3 cm long, androgynous, finely pubescent. Male flowers: ca 0.5 mm across, very few, clustered near the apex of spikes at axils of ca 5 mm long bracts; sepals 4, ovate-lanceolate; stamens 10 - 15; filaments ca 0.1 mm long; anthers vermiculiform, ca 0.2 mm across. Female flowers: 2 - 2.5 mm across, numerous; bracts 1 or 2-flowered, leafy, subcampanulate, folded, ca 5 mm across; sepals 3 or 4, ovate to ovate-lanceolate, 0.5 - 0.8 mm across, hispid along margins; ovary ca 0.5 mm across, glandular-pubescent; styles 3, filiform, laciniate, 1.5 - 2 mm long. Capsules 3-lobed, 3 - 4 mm across, pubescent with glandular-based hairs or nearly glabrous. Fl. & Fr. Aug. - Nov. or throughout the year in hot humid places. Distrib. India: Wastelands, as a weed in cultivated areas, near tanks and in low-lying fields, up to 700 m altitude. Gujarat, Rajasthan, Uttar Pradesh, Madhya Pradesh, Orissa, Andhra Pradesh, Maharashtra, Karnataka, Kerala and Tamil Nadu. Endemic. Note. Chromosome number: n = 14 (Sanjappa, Taxon 28: 274. 1979).",no flower colour mentioned
"1887. A. racemosa Wall. ex Baill., Etude Euphorb. 443. 1858, nom. illeg., vide Müll.Arg. in DC.,",23,"Prodr. 15(2): 802. 1886; Santapau & Wagh in Bull. Bot. Surv. India 5: 105. 1963. A. wallichii Fig. 8 Thwaites, Enum. Pl. Zeyl. 271. 1861. Mal.: Valia-kuppameni; Tam.: Valia-kuppameni. Herbs or undershrubs, erect, 0.5 - 2 m high; stems and branches finely pubescent. Leaves broadly ovate to ovate-lanceolate, broadly cuneate, rounded or subcordate at base, serrate or dentate along margins, acuminate at apex, 2.5 - 15 x 1.3 - 11 cm, membranous to coriaceous, pubescent on both sides, more dense beneath; basal nerves 3 - 5; lateral nerves 6 - 7 pairs; petioles 1.5 - 15 cm long; stipules subulate, up to 3 mm long. Male flowers: 1 - 1.5 mm across, clustered on axillary 3 - 20 cm long spikes; pedicels up to 0.7 mm long; sepals 4, ovate- 2012 ] EUPHORBIACEAE 101 Fig. 7. Acalypha malabarica Müll.Arg.: a. habit; b. male flower; c. stamens; d. female bract; e. female bract split opened; f. female flower; g. fruit; h. seed. 102 FLORA OF INDIA [VOL. 23 Fig. 8. Acalypha paniculata Miq.: a. twig with spikes; b. male flower; c. stamens; d. female flower; e. fruit; f. seed. 2012 ] EUPHORBIACEAE 103 lanceolate, 0.5 - 0.7 mm across; stamens 10 - 15; filaments up to 0.2 mm long; anthers vermiculiform, ca 0.3 mm long. Female flowers: 1 - 2 mm across, in terminal laxly much-branched, 5 - 25 cm long panicles; bracts ovate-lanceolate, 0.8 - 1 mm long, each supporting 3 flowers; pedicels 1 - 2 mm long; sepals 3 - 4, oblong to lanceolate, 0.5 - 1 x 0.3 - 0.5 mm; styles 3 - 7-partite, filiform, laciniate, ca 1.5 mm long, finely hairy. Capsules 3-lobed, 3 - 4 mm across, glandular-pubescent. Fl. & Fr. July - Feb. Distrib. India: Moist and shaded places near villages in wastelands and roadsides, from plains to 1200 m altitude. Madhya Pradesh, Andhra Pradesh, Karnataka, Kerala and Tamil Nadu. Tropical Africa, India and Sri Lanka. Note. Chromosome number: 2n = 20 (Gajapathy, Bull. Bot. Surv. India 3: 49 - 51. 1961; Datta, Taxon 16: 341 - 350. 1978; Krishnappa & Reshme, Taxon 29: 537. 1980).",no flower colour mentioned
"10. Acalypha superba Forssk., Fl. Aegypt.-Arab. 162. 1775; Govearts et al., World Checkl.",23,"& Bibl. Euphorbiaceae 1: 40. 2000. A. brachystachya Hornem. in Enum. Pl. Hort. Hafn. 1. 1807 & Fig. 9 Hort. Bot. Hafn. 2: 909. 1815; Hook.f., Fl. Brit. India 5: 416. 1887. Herbs, annual, erect, 20 - 50 cm high; branches pubescent to subglabrous. Leaves ovate to ovate-lanceolate, rounded to subcordate at base, crenate-serrate along margins, subacute to acuminate at apex, 1.5 - 5 (- 8) x 1 – 3 (- 6) cm, membranous to subcoriaceous, pilose or subglabrous above, finely pubescent beneath, gland-dotted, 3-nerved at base; lateral nerves 4 - 6 pairs above basal; petioles 1 – 4 (- 8) cm long; stipules linear, up to 2 mm long. Inflorescences axillary, congested, androgynous, 0.5 - 1.5 cm long. Male flowers: few, clustered at apical portion of spikes, subsessile, 0.5 - 0.8 mm across; sepals 4, ovate-lanceolate, 0.5 - 0.7 mm across, hairy; stamens 10 – 15; filaments up to 0.2 mm long; anthers vermiculiform, 0.2 - 0.3 mm across. Female flowers: 2 or 3 clustered in the axil of each bract, 1 - 1.5 mm across; bracts cut into 3 - 5 lobes; sepals lanceolate, ca 0.5 mm long, hyaline; ovary 1 - 1.5 mm across, densely pubescent; styles 3, pectinately laciniate, 1 - 2 mm long. Capsules 3-lobed, 4 - 5 mm across, hispid, totally concealed inside large green bracts. Fl. & Fr. Sept. - March. Distrib. India: Moist sheltered places especially in subtropical forests, at 500 to 1500 m altitude. Jammu & Kashmir, Himachal Pradesh, Uttarakhand, Uttar Pradesh, Meghalaya, Orissa, Andhra Pradesh, Maharashtra, Karnataka, Kerala and Tamil Nadu. Tropical C. & E. Africa, Pakistan, Sri Lanka, Nepal, Bhutan, Myanmar, Indo-China, Thailand, Sumatra, Java, Lesser Sunda Islands, Timor and Celebes. Note. Chromosome numbers: 2n = 20, 24 (Champault, Bull. Soc. Bot. France 117: 137 - 168. 1970); 2n = 24 (Datta, Taxon 16: 341 - 350. 1967). CULTIVATED SPECIES AND VARIETIES 1 a. Leaves entirely green b. Leaves variously coloured and mottled, if green then variously mottled 2 a. Leaves ovate, cordate, russet-brown, blotched with paler spots b. Leaves broadly ovate-lanceolate, variously coloured and mottled (2) A. hispida 2 (4) A. stachyura 3 104 FLORA OF INDIA [VOL. 23 Fig. 9. Acalypha superba Forssk.: a. twig with spikes; b. male flower; c. stamens; d. female bracts; e. female flower; f. fruit; g. seed. 2012 ] EUPHORBIACEAE 105 3 a. Leaves bronze green, variously mottled b. Leaves bright green, variously mottled (1) A. amentacea ssp. wilkesiana (3) A. integrifolia ssp. marginata",no flower colour mentioned
1. Acalypha amentacea Roxb. ssp. wilkesiana (Müll.Arg.) Fosberg in Smithsonian Contr.,23,"Bot. 45: 10. 1980; Govaerts et al., World Checkl. & Bibl. Euphorbiaceae 1: 48. 2000. A. wilkesiana Müll.Arg. in DC., Prodr. 15(2): 817. 1866. Shrubs, up to 3 m tall. Leaves broadly ovate-lanceolate or oblanceolate, broadly cuneate, to cordate at base, acuminate at apex, deeply dentate with prominent rounded yellow teeth along margins, 8 - 30 x 5 - 12 cm, pilose or sparsely pubescent on both sides, often variegated, 3-nerved at base; lateral nerves 8 - 12 pairs; petioles 3 - 9 cm long, white glaucous, densely pubescent; stipules subulate, 2 - 3 mm long. Male spikes: axillary or terminal, 5 - 10 cm long; flowers 1.5 - 2 mm across, clustered at axils of bracts; sepals 4, ovate, concave, ca 1 mm across; stamens 6 - 8; filaments ca 0.2 mm long; anthers ca 0.5 mm long. Female spikes: axillary or terminal, 3 - 8 cm long, dense with conspicuous styles; bracts lanceolate, partly folded, 4 - 5 x 2 - 3 mm; sepals ovate-lanceolate, 1 - 1.5 x ca 0.7 mm, pubescent; ovary globose, ca 2 mm across, densely pubescent; styles laciniate, 7 - 9 mm long, sparsely pubescent. Fruits and seeds unknown. Cultivated in tropical gardens in India, as an ornamental plant. Notes. Chromosome number: ca 200 (Gill et al., Cytologia 38: 391 - 401. 1973).",no flower colour mentioned
"1887. Caturus spiciflorus Roxb., Fl. Ind., ed. Carey 3: 760. 1832, non L., 1767.",23,"Mal.: Vattathali. An ornamental garden shrub, up to 1.5 (- 2) m high, with ovate or suborbicular green leaves, pendulous catkin-like female inflorescences and red flowers with a dense mat of crimson red style. Ellis (J. Econ. Taxon. Bot. 10: 205. 1987) reports that domestic cats of Andaman Islands are greatly fond of the roots of this species.",flowers red with crimson red styles
3. Acalypha integrifolia Willd. ssp. marginata (Poir.) Couda in Kew Bull. 34: 42. 1979;,23,"Govaerts et al., World Checkl. & Bibl. Euphorbiaceae 1: 69. 2000. Tragia marginata Poir. in Lam., Encycl. 7: 725. 1806. A. marginata (Poir.) Spreng., Syst. 3: 879. 1826; Müll.Arg. in DC., Prodr. 15(2): 850. 1866.",no flower colour mentioned
4. Acalypha stachyura Pax in Repert. Spec. Nov. 7: 110. 1909.  A. macrophylla Ule in Verh.,23,"Bot. Ver. Brandenb. 1: 79. 1908, nom. illeg. There are several variable forms in this species, called Fire Dragon, Mandarin’s Robe, Copper Leaf and Dead Nettle. The leaves are bronze-green, variegated with orange-red, dull red or dark and pale green spots.",no flower colour mentioned
