species_id,volume,stratum,qwen_free_text,qwen_category,raw_text_snippet,gold_free_text,gold_category,notes
17. Acer  thomsonii  Miq.  in  Arch.  Neerl.  Sci.  Nat.  2:  470.  1852. A.,5,clear_redtype,flowers brown-red,RED,"villosum Wallich var. thomsonii (Miq.) Hiern in Fl. brit. India 1: 695. 1875. Fig. 87. Beng. : Kabashi; Nep.: Kabashi. Dioecious. Large trees. Leaves chartaceous or coriaceous, glabrescent. obtuse, apex shortly acuminate, margins entire, repand or remotely serrate, base cordate, 5-nerved, bright green above, pale green beneath, 3-lobed; middle lobe broadly triangular; laterals very short petioled,glabrescent, canaliculate, 5-15 cm long. Inflorescence lateral, spicate raceme, appearing with leaves, 7.5-21 cm long. Flowers 5-merous, yellowish green. Stamens 6, exserted; filaments glabrous; anthers versatile. Samaras brown; wings straight, broadest above middle, base very narrow. Fl. & Fr. : Nov. - July. Distrib. India : Himachal Pradesh, Uttar Pradesh, West Bengal, Sikkim, Arunachal Pradesh, Manipur and Mizoram. Bhutan, Nepal and N. Myanmar. Note. Chromosome number : n=13 (Mehra & Khosla in Taxon 18: 218. 1969). M E L I A N T H A C E A E (P.C. PANT) Shrubs or small trees, tanniferous, producing ellagic acid. Leaves petioled, alternate, stipulate, pinnate; leaflets coarsely serrate, often with winged rachis. Flowers irregular, dense, in racemes, bracteate, perfect or less often unisexual, hypogynous. Sepals 5 or 4 by fusion of 2, unequal, imbricate, free or connate below, one of them spurred or saccate-gibbous. Petals 4-5, free, brown-red, narrow, long clawed, fifth petal very small or wanting. Nectary disc well developed, unilateral, extrastaminal. Stamens 4 or 5, alternate with petals; filaments distinct or basally connate; anthers 2-locular, opening lengthwise; pollen grains tricolporate. Ovary of 4, less commonly 5 carpels, united to form a compound, plurilocular ovary; style truncate or apically dentate; ovules 2- 5 or solitary in each locule, on axile placenta. Fruit capsular, loculicidal, often longitudinally sulcate and sometimes apically lobed. Seeds 1 or 2 in each locule, with hard oily and sometimes with starchy endosperm and straight embryo. Tropical and subtropical Africa; 2 genera and 15 species, 1 genus and 1 species in India. Note. In warm regions some species are grown for ornamental purpose. Melianthus L. Shrubs, strongly scented, glabrous, with widely creeping roots. Leaves odd-pinnate, up to 60 cm or more long, stipulate; leaflets unequal sided. Flowers in axillary or terminal racemes. Calyx 5-partite, united at base, unequal, often gibbous. Petals narrow, long clawed. Stamens 4, didynanous, inserted with in the disc. Disc unilateral, with nectary glands. Ovary 4-lobed. Capsules inflated, loculicidally dehiscent by valves. S. Africa and Asia (introduced as an ornamental); ca 6 species, 1 in India. Melianthus major L., Sp. PI. 639. 1753; Hiern, in Fl. Brit. India 1: 698. 1875. 412 FLORA OF INDIA [VOL. 5 Undershrubs, glabrous. Leaves up to 30 cm or more long; upper cauline ones smaller, dull green above, pale beneath; stipules connate, ca 5 cm or more long; leaflets 9-11, 7.5-10 x 5 cm, deeply serrate; petiole with cuneate wings between leaflets. Racemes densely flowered, ca 30 cm or more long. Flowers brown-red; 2.5 cm long; bracts ovate, acuminate. Calyx 5-lobed, imbricate. Petals 4-5. Stamens inserted within the disc. Disc with nectar bearing glands. Capsules 2.5-3.2 cm long, papery. Seeds black and glossy, two in each cell. Fl. & Fr. : March - June. Distrib. India: Western Himalaya, up to 1700 m. Uttar Pradesh and Tamil Nadu. Bhutan (introduced) and S. Africa. Note. Introduced in Kumaon and Nilghiris. Bruised leaves emit rotten smell. S T A P H Y L E A C E A E ( P. C. Pant) Small sized trees or shrubs. Leaves opposite or rarely alternate, pinnate or trifoliolate, occasionally unifoliolate; stipules caducous or wanting. Flowers in terminal or axillary panicles or sometimes racemes, regular, 5-merous, bisexual, sometimes some or all unisexual and then plants dioecious. Calyx 5, free, imbricate, rarely connate partly or for most of their length, petaloid. Petals 5, free, imbricate, inserted on or below hypogynous disc. Stamens 5, free, borne on or outside annular nectary-disc, alternating with petals; anthers 2- locular, opening lengthwise; pollen grains tricolporate. Disc sometimes poorly developed or wanting. Ovary 2-3, rarely of 4 carpels, united to form a plurilocular ovary; styles free or coherent above or fused into a single style; ovules 6- 12, rarely 1-2, in two rows in each locule. Fruit a membranous inflated capsule, opening at the tip; carpels seprate distally and opening along the ventral suture or indehiscent and drupaceous or baccate or the fruit of distinct follicles. Seeds few, truncate at the base; endosperm copious fleshy, oily. Central and S. America, Europe, Asia; ca 5 genera and 60 species; 2 genera and 5 species in India. KEY TO THE GENERA la. Fruits inflated, capsular b. Fruits fleshy berry, indehiscent",,,
1930. Kash.:  Pevak.,1,clear_redtype,flowers intense blue,PURPLE/BLUE,"RANUNCULACEAE 17 Herbs, erect; tubers paired, 2 - 3 cm long, white inside; stems 10 - 30 cm high, erect, simple or branched at base, glabrous or pubescent above. Leaves few, glabrous, lower long-petiolcd; lamina ovate or cordate-orbicular, 2 - 4 cm in diam., incised into broad lobes with about 3 - 5 apiculate teeth. Flowers solitary or 2 at stem apices, 2 - 2.5 cm long, intense blue; pedicels erect, 1.5 5 cm long, pubescent; bracteoles 2, broadly ovate, deeply incised and toothed, often with short petioles. Uppermost sepal helmet-shaped with a small beak at tip; upper lateral sepals suborbicular; lower lateral sepals elliptic, smaller. Petal head ovoid, knob-like, narrowed to a point, black or green. Filaments hairy in upper part. Carpels 5, densely yellow-pubescent. Follicles 5, free, erect, hairy. Fl.&Fr. Aug.-Sept. Distrib. India: Alpine areas, 3500 - 4000 m. Jammu & Kashmir. Endemic.",,,AUTO-FLAG: species_id looks garbled/non-taxonomic (genus token='Kash.:') - verify before labelling
"3. Oxalis  corniculata  L., Sp. PI.  135. 1753; Edgew. & Hook.  f.  in  Fl. Brit. India  1:",4,clear_redtype,petals violet,PURPLE/BLUE,"J.BombayNat.Hist.Soc.34: 898.1931. Fig. 60. Herbs, perennial, procumbent; sometimes much thickened and woody; stems sev- eral, branched, puberulous to pubescent. Leaves 3-foliolate, scattered, distant or in 1997] OXALIDACEAE 10 mm J 10 mm e 2 cm 0 mm Fig. 58. Oxalis acetosella L.: a. habit; b. calyx; c. corolla; d. androecium; e. gynoecium. 244 FLORA OF INDIA [VOL.4 1 5 mm 1 cm 2 cm ^ V V V 1 / 1 cm Fig. 59. Oxalis cernua Thunb.: a. habit ;b. calyx and gynoecium; c. corolla ;d. androecium 1997] OXALIDACEAE 245 2 mm 5 mm 5 mm Fig.60. Oxalis corniculataL.: a.habit;b. calyx; c. corolla; d. androecium; e. gynoecium. 246 FLORA OF INDIA [VOI..4 small tufts; petioles very slender, 1-9 cm long, pubescent; stipules indistinct, sometimes conspicuous, up to 3 x 1 mm, rectangular; leaflets broadly elliptic-obcordate, 4 - 20 x 5 - 18 mm, glabrous to sericeous above, paler and sometimes glaucous beneath. Inflores- cence cyrnose to pseudo-umbellate; peduncles up to 20 cm high, usually much shorter. Flowers 2 or more; pedicels up to 20 mm long. Sepals lanceolate, obtuse to rarely obliquely-retuse with narrow pale margins, 2 - 6 x 2 mm. Petals 5, oblong, 3 - 7 mm long, yellow. Stamens 10, united; long ones ca 5 mm long; short ones ca 4 mm long; anthers dehiscing longitudinally. Ovary ellipsoid to cylindric, ca 2 x 1 mm, puberulous; stigma small, sometimes flattened and minutely bifid; ovules 5-11 per locule in a row. Fruits usually linear-cylindric, 9 - 2 0 x 2 -4 mm; seeds 5 - 11 perlocule, flattened-ovoid,ca 1 x 0.75 mm. FL&Fr. March-Dec. Distrib. India: Throughout. Cosmopolitan. 4.0xaliscorymbosaDC.,Prodr. 1:696.1824; CalderinRec.Bot.Surv. India 6:337. 1919. 0./Ma/r/awaZucc.inDenkschr.Ko^rrigl.Akad.Wiss.Muenchen9:144.1823-1824. Fig. 61. Herbs, acaulescent, bulbous at base; bulbs globose, acute at tip, producing many lateral bulbils, scaly; outer scales numerous, thin, papery, brownish. Leaves 9 - 12, stipulate, trifoliolate; petioles very thin, 13 - 24 cm long, sparsely hairy; leaflets cuneate at base, 1.2 - 1.8 x 1.8 - 1/..5 cm, equal, membranous, appressed-hairy on both surfaces. Inflorescence a pseudo-umbel, 6 - 7-flowered; bracts minute, ca 1 mm long, persistent, membranous, pil0se. Flowers pedicellate, ca 1.5 cm long. Sepals 5, distinct, elliptic, erect, acute, 5 - 6 mm long, sparsely hairy outside. Petals 5, cuneate, oblique, ca 1.5 x 0.5 cm, slightly hairy outside, violet. Stamens 10 in two series alternately long and short; long ones free; filaments erect, ca 3 mm long, hairy; short ones flattened, ca 1.5 mm long, glabrous; anthers oblong, short, yellow. Ovary obtusely 5-angled, oblong, ca 3 mm long, glabrous; ovules 3-8 in each locule; styles 5. FL&Fr. Sept. -Jan. Distrib. India: Jammu & Kashmir, Punjab, Delhi, Uttar Pradesh, Assam, Sikkim, Meghalaya, Mizoram, Manipur, Bihar, W. Bengal, Tamil Nadu and Kerala. Tropical S. America.",,,
12. Goniocaulon  Cass.,12,clear_redtype,flowers rose-purple,PURPLE/BLUE,"Annual, erect, glabrous, branched; stems 4-8-angled. Leaves alternate, narrow, toothed. Heads homogamous, oblong, fascicled, corymbose. Flowers all bisexual, fertile, similar tube slender; limb longer, cylindric, 5-fid almost to middle. Involucral bracts pale, many-seriate, narrow, rigid, acute, erect, not spinescent; outer gradually shorter. Receptacle very narrow, paleaceous. Filaments hairy; anther bases sagittate, connate; tails short. Style arms filiform. Achenes oblong, many-ribbed, glabrous. Pappus scales many- seriate, very unequal. 1995] ASTERACEAE 181 Indo Malayan; One species. / Goniocaulon glabrum Cass, in Bull. Soc. Philom. 34. 1817. G. indicum C.B. Clarke, Comp. Ind. 236. 1876. Amberboa indica D C , Prodr. 6: 558. 1838; Hook.f., Fl. Brit. India 3: 377. 1881. Herbs, 30-90 cm high, erect; branches ribbed, simple below, corymbose above. Leaves linear-obovate or subspathulate, toothed at margins, narrowed at base, 5-10 cm long, halfamplexicaul, sessile. Heads narrow, fascicled in compound corymbs, 1.2-1.6 cm across, pedicelled. Corolla rose-purple, ca 5 mm long. Fl. & Fr. Jan. - March. Distrib. India: Uttar Pradesh, Bihar, W. Bengal, Madhya Pradesh and Maharashtra. Note. Ocasionally found in cultivated lands, often gregarious on black soil.",,,"AUTO-FLAG: possible genus-level header (epithet token='Cass.', not lowercase) - likely describes the whole genus, not one species"
62. Impatiens gamblei Hook. f. in Rec. Bot. Surv. India  4: 15.1905; H. Hara  in Fl.,4,clear_redtype,flowers rose-purple,PURPLE/BLUE,"E.Himal.3:79. 1975. Herbs; stems simple or branched. Leaves alternate, ovate-lanceolate, ovate or ovate-elliptic, slightly attenuate into petiole, acuminate at apex, shallowly crenate along margins, 4- 9x1.5 -3 cm, velvety on dorsal side; lateral nerves 4 -6 pairs; petioles present. Inflorescence axillary pedunculate few-flowered racemes. Flowers ca 3 cm including spur, rose-purple. Lateral sepals ovate-lanceolate, acuminate, 4 - 5 x 2 - 3 mm, margins with small appendages. Lip bucciniform, 1 -1.4 x0.8 -1.7 cm, spurred; spur 0.5 -1.7 cm. Standard cucullate, 0.8 - 1 cm long. Wings bilobed; basal lobes more or less ovate with one side extended; distal lobes ligulate. Stamens 5; anthers united. Capsules linear, acute, 0.4 - 2.2 cm; seeds glabrous. Fl.&Fr. July-Sept. Distrib. India: E.Himalayas,ca 2500 - 3700m. W.Bengal (Darjeeling) and Sikkim. China and Nepal.",,,
2. Ginalloa Korth.,23,clear_redtype,bright red,RED,"Semiparasitic shrubs, less than 1 m high, monoecious, glabrous; stems di- or trichotomously branched, with terete slender internodes, bearing a sheath-like thickening 4 4 FLORA OF INDIA [VOL. 23 (cataphylls) above each node. Leaves normally developed, entire, opposite, unifacial, curvinerved, often with 1 - 5 elongated veins, usually visible on both surfaces; rudimentary leaves forming a boat-shaped collar encircling the stems. Inflorescences terminal and axillary, in spikes of decussate pairs of cymes (triads); flowers unisexual, sessile, the central flower of the triad usually being female and the laterals male; bracts small, in pairs, bracts of each pair of opposite cymes united to form a cupular rim; bracteoles of the lateral flowers subtending each cymule, small, free, entire to densely fimbriate. Male flowers: globose or slightly flattened, 0.5 - 1 mm long; perianth lobes 3, free, triangular, valvate; stamens 3, free from perianth segments; filaments short; anthers basifixed, disc-shaped, opening by longitudinal slits. Female flowers: cylindrical or narrowly ellipsoid; ca 2 mm long; perianth 3-merous; lobes 3, united, persistent, triangular to suborbicular; ovary inferior; style short and stigma mamilliform. Fruits narrow, ovoid to ellipsoid, smooth or tuberculate, crowned by persistent perianth lobes, bright red in colour with viscous pericarp. India to Sri Lanka, eastwards and south-eastwards through Malesia to New Guinea and Solomon Islands, ca 8 species; 2 species in India (Andaman Islands). Notes. The basic inflorescence unit is a small dichasium (a cymule which is a triad), usually with both male and female flowers. The spicately arranged cymule is a consistent feature of Ginalloa, although in some species the flowers are solitary. KEY TO THE SPECIES 1 a. Leaves stiffly coriaceous, 1 – 4 cm broad; flowers sunk in the fleshy rachis of the spikes and",,,"AUTO-FLAG: possible genus-level header (epithet token='Korth.', not lowercase) - likely describes the whole genus, not one species"
58. Impatiens floribunda  Wight  in Madras J. Lit. Sci. ser.  1.5:  7. 1837.  I.flaccida,4,clear_redtype,flowers purple,PURPLE/BLUE,"Fig.40. sensu Hook.f., Fl. Brit. India 1: 457.1874, p.p. non Arn. 1836. Erect or decumbent herbs up to 70 cm high; stems branched, green. Leaves alternate or opposite, rarely whorled, elliptic-lanceolate, caudate-acuminate at apex, 2 -10 x 1.2 -1.4 cm, serrate or crenate-serrate along margins, apiculate from apex of teeth, glaucous beneath; petioles 1.5 - 3.5 cm long with stipitate glands. Flowers solitary or in fascicles, purple; pedicels up to 2.5 cm long. Lateral sepals small, ovate. Lipcymbiform; spur slender, straight. Wings bilobed; seeds globose. FL&Fr. July-Nov. Distrib. India: Southern W. Ghats, 1800 - 2100 m. Tamil Nadu and Kerala. Endemic.",,,
"2. Epaltes  pygmaea  D C ,  Prodr.  5: 461. 1836; Hook.f.,  Fl. Brit.  India 3:",13,clear_redtype,heads violet,PURPLE/BLUE,"274. 1881. Herbs, erect, annual; stems up to 10 cm high, winged; wings entire. Leaves linear-elliptic, obtuse, sparsely dentate 1-2 x 0.3-0.5 cm, membranous; midrib 148 FLORA OF INDIA [VOL. 13 prominent. Heads violet, solitary or few, terminal, 0.3-0.4 cm across, peduncled. Involucre hemispherical; involucral bracts multiseriate, broad, obtuse or acute, dry, rigid. Receptacle naked, flat. Ray florets multiseriate, female, fertile; corolla filiform, 2-3 toothed, much shorter than style. Disc florets bisexual, tubular, usually sterile; corolla 3-5-fid. Achenes black, ellipsoid, obscurely ribbed, 0.4-0.5 mm long. Fl. & Fr. Dec. - April. Distrib. India: Tamil Nadu and Karnataka. Endemic.",,,
"1856. Shrubs,  ca 2 m high.  Leaves  1 - 6 x 0.5 - 1 mm, linear-oblong,  ovate-lanceolate  or",3,clear_redtype,flowers pink,PINK,"ovate, subacute to obtuse at apex, subentire. Racemes usually lateral, 3 -14 x 1 -1.5 cm, scales at base of peduncle up to 6 x 3 mm, broadly ovate to oblong-ovate, obtuse at apex; bracts 4,5 x 7 (- 10) x 1.7 - 3 mm. Flowers pink; pedicels 2 - 3 mm long. Sepals 3 - 4 x 0.7 -1.3 mm, linear-oblong to ovate-lanceolate, subacute to obtuse at apex, subentire, subequal. Petals4-6x1.5-2mm,obovate,oblong-obovateorelliptic-obovate. Stamens connate to about 2/3 of their length; free part of longer filaments 1 - 1.5 mm long, of shorter 0.5 - 1 mm long. Ovary 3.5 - 5.5 mm long. Capsules ca 1 cm long. Seeds 1 -1.5 mm long, obovoid-oblong, beak 0.5 - 0.7 mm long; coma ca 4.5 mm long. Fl. & Fr. June - Aug. Distrib. India: In valleys, sandy and pebbly banks of mountain streams and rivers. Jammu & Kashmir(Kashmir) and Himachal Pradesh. Pakistan, Iran, CJ.S. and N. China.",,,"AUTO-FLAG: species_id is not a real taxon heading (matched mid-description text) - verify the row before labelling, may need to re-check raw text"
1. Illicium cambodianum Hance in  J. Bot. 14: 240.  1876; Subbarao & Kumari in,1,clear_redtype,flowers pink,PINK,"Bull. Bot. Surv. India 6:105-106, f. 1.1964. Fig. 27. Fig. 27. Illicium c mbodianum Hance; a. twig with flowers; b. flower showing an droecium; c. outer perianth segment; d. inner perianth segment; e. stamen. 186 FLORA OF INDIA [ VOL. 1 Trees; young branchlets rugose, subterete or slightly angled. Leaves pseudoverti- cillate, in clusters of 2 - 3, at distal nodes, elliptic-obovate, entire or slightly recurved at margins, cuspidate-acuminate at apex, 8 -12.5 x 3 - 4.5 cm, subcoriaceous, olivaceous to brown; midrib slightly impressed above, prominent beneath; lateral nerves 6-10 pairs; petioles 5-12 mm long. Flowers pink, axillary or subterminal, solitary; pedicels 5-10 mm long, rugulose, shorter than petioles; bracts caducous. Perianth segments 7; outer ones ovate-oblong or rounded, blunt at apex, obscurely ciliolate; inner ones smaller, fleshy, eciliolate. Stamens 9 -13, uniseriate, 2 -3 mm long; filaments as long as anthers, ligulate, fleshy with truncate connectives. Carpels 12 -13, free, in single whorl, erect, narrowed into a slender style, ca 5 mm long. Fl.&Fr. April-June. Distrib. India: Subtropical forests, 900-1200 m. Arunachal Pradesh (Subansiri). Myanmar and Cambodia.",,,
5. Grewia  calophylla  Kurz  ex Masters  in  Fl. Brit.  India  1: 392. 1874.  Microcos,3,clear_redtype,flowers pink,PINK,"calophylla (Kurz ex Masters) Burrett in Notizbl. Bot. Gart. Berlin-Dahlem 9:729. 1929. Trees, 6 - 14 m tall. Leaves 15 - 19 x 3 - 9 cm, ovate-lanceolate, ovate-elliptic or oblong-elliptic, rounded or subacute at base, acuminate at apex, entire, coriaceous, glabrous, 3-nerved; petioles 0.5 - 1 cm long. Flowers in terminal panicles; buds 0.8 - 1 cm long, obovoid, tomentose; pedicels up to 1.2 cm long. Sepals ca 1.8 cm long, linear-oblong or linear-spathulate. Petals pink, 6 - 8 mm long, linear-oblong, acute. Androgynophore ca 1.2 mm long, glabrous in lower half, tomentose in upper half. Stamens many; filaments 8 -10 mm long, glabrous. Ovary ca 2 mm across, subglobose, puberulous; stigma lobed. Drupes orange-yellow, 2 - 4.5 x 1.3 - 2.3 cm, obovoid, tapering at base, glabrous, woody with a sticky exudate. Fl. April - July; Fr. Aug. - Dec. Distrib. India: Frequent in semideciduous and coastal forests. Andaman & Nicobar Islands. Malaysia.",,,
20. G.  loniceroides,3,clear_redtype,dark red,RED,"31a. Leaves obovate, oblong or ovate-oblong to lanceolate; male flowers in umbels or heads; staminodes not in bundles, clusters or fascicles 32 b. Leaves obovate-oblong, oblong or elliptic to lanceolate; male flowers in fascicles; staminodes in bund- les, clusters or fascicles 33 102 FLORA OF INDIA [ VOL. 3 32a. Male flowers in sessile heads, with 12-40 stamens; ovary covered with fleshy scales; stigmas peltate; berries subglobose or ellipsoid, dark red, 3 - 4 -locular, sharply tubercled or echinate",,,"AUTO-FLAG: abbreviated genus ('G.') - this is likely a duplicate identification-key stub, not the real species treatment; the full name may appear elsewhere in the volume"
"6. Gossypium arboreum L., Sp. PI. 693.1753; Masters in Fl. Brit. India  1:347.1874.",3,ambiguous,"flowers pale yellow, with or without purple centre or occasionally completely red or purple",YELLOW,"Beng., Hindi, Guj., Mar. and Punj.: Kapas, Rui, Tula; Kan.: Hathi; Or.: Karpaso, Kopa; Tel.: Patti, Karpassmu. Annual or perennial shrubs, 1 - 2 m high; branchlets densely covered with stellate and few simple hairs, ultimately glabrescent or glabrous, purple. Leaves ovate to orbicular, cordate at base, 3,5 - or 7-lobed or parted with an extra tooth in the sinuses; petioles 1.5 - 12 cm long; stipules 0.5 - 1.5 cm long, linear to lanceolate, often falcate. Flowers axillary, solitary, pedicels 0.5 -1.5 cm long. Epicalyx segments 1.5 - 3 x 1 - 2.5 cm, ovate, cordate at base, acute at apex, entire or dentate, accrescent. Calyx ca 5 mm long, cupular, 5-dentate at tip. Corolla pale yellow, with or without purple centre or occasionally completely red or purple; petals 3 - 4 cm long, obovate. Staminal column 1.5 - 2 cm long. Capsules 1.5 - 3 cm across, more or less rounded to ovoid or globular with 3 - 4 mm long beak, 3 - 4-loculed, locules 5 - 17-seeded. Seeds 5 - 7 mm across with floss and fuzz, floss white or rusty. Cultivated in India. Notes. Hutchinson and Ghose (Ind. J. Agri. Sci. 7: 233.1957) maintained 3 varieties of this species, viz. i) var. typicum includes wild and primitive cultivated perennial types (ii) var. neglectum to include cultivated annual types (iii) var. centum comprising annual ecotypes of Assam and Bangladesh hill tracts. Again, based on distribution they divided each of the first two varieties into 4 forms viz. bengalense, indica, burmanica and sudanense. Borssum Waalkes (I.e.) maintained 2 varieties under this species, viz. arboreum and obtusifolium (Roxb.) Roberty, the first variety is only cultivated for experimental and ornamental purposes and the latter as a commercial crop. KEY TO THE VARIETIES la. Leaves palmatiparted with linear to lanceolate segments b. Leaves palmatilobed to palmatifid with obovate, ovate or oblong segments 6.1. var. arboreum 6.2. var. obtusifolium 388 FLORA OF INDIA [ VOL. 3 6.1. var. arboreum Gossypiutn arboreum L., Sp. PI. 693. 1753. G. cernuum Todaro, Oss. Sp. Cot. 31.",,,
"4. Meconopsis  discigera  Prain in Ann. Bot. 20: 356, t. 24, f.  12.1906.",2,ambiguous,"flowers red, purple or pale blue",RED,"Fig. 5. Monocarpic herbs with slender taproot; stems 30 - 70 cm high, stout, sulcate, clothed with golden brown barbellate patent or deflexed bristles or their persistent bases. Leaves entire or 3-lobed, oblanceolate or elliptic-oblanceolate, subacute or rounded at apex; basal leaves ca 15 cm long (incl. petiole); upper ones sessile. Flowering stem solitary, ribbed, forming leafy 10 - 15-flowered racemes; pedicels 2 - 5 cm long, hairy, decurrent on stem, swollen at apex. Petals 4, obovate, 4 - 5 x 3 - 4 cm, red, purple or pale blue. Filaments filiform, dark coloured. Ovary oblong, truncate, densely yellow bristly; styles slender, elongate, 5 - 6 mm long, bearing 6 -10 linear erect lobes. Capsules oblong, 6-ribbed, 2 - 3 cm long, appressed bristly, dehiscing by 6 -10 valves, crowned with ovate laciniate reflexed 5 - 7 mm long persistent stylar disc; seeds reniform, ribbed and reticulate. Fl. & Fr. June - Sept. Distrib. India: Alpine cliffs and rocky ravines, 3400 - 4800 m. Sikkim. Bhutan, Nepal, China (Tibet). Notes. Chromosome no. n = 40 (Ernst in Madrono 18:122 -126.1965; n = 41, c. 40 (Ratter in Notes R. Bot. Gard. Edinb. 28:191 - 200.1967). 1993] PAPAVERACEAE 15 [ cm Fig. 5. Meconopsis discigera Prain 16 FLORA OF INDIA [ VOL. 2 Fig. 6. Meconopsis grandis Prain 1993] PAPAVERACEAE 17",,,
16. Viola jangiensis  W. Becker in Bull. Misc. Inf. Kew 1929: 201.1929.,2,ambiguous,flowers pale violet,PURPLE/BLUE,"Herbs, acaulescent; rhizome ascending, 2 - 3 mm thick, shortly articulated. Leaves deltoid or deltoid-ovate, obtuse, entire or remotely crenate to partly repand-crenate, 1 - 2 x 1 - 2 cm, more or less pubescent, especially on lower surface; young leaves narrower; petioles up to 8 cm long; stipules about 1 cm long. Peduncles 5 - 7 cm long, bibracteolate at middle. Flowers ca 5 mm across, pale violet. Sepals ovate-lanceolate, ca 2 mm long; lateral sepals ca 3 mm long, narrower, shortly appendiculate. Lateral petals minutely hairy at base; spur acute, ca 1 mm long. Ovary conical; style geniculate at base, more or less clavate, not curved at apex, passing directly upwards to an uncovered orifice. Fruit not seen. Fl. July. Distrib. India: Himachal Pradesh. Endemic.",,,
1. Cratoxylum Blume,3,ambiguous,petals deep crimson to pink or white,WHITE,"Deciduous to evergreen trees or shrubs. Leaves simple, sessile to petioled, oppo- site, entire, thin. Flowers axillary or terminal in panicles or fascicled in axils of fallen leaves, heterodistylous or heterotristylous; bracteoles minute, caducous. Sepals 5, persistent, coriaceous, mostly accrescent. Petals 5, caducous to subpersistent, alternise- palous, deep crimson to pink or white. Staminal fascicles or bundles 3 or 5, stalked, unequal; anthers subpersistent, dorsifixed, introrse; hypogynous scales 3, fleshy, alter- nate with staminal fascicles or bundles. Ovary 3-locular; ovules 4 - many in each locule, anatropous on axile placentation. Styles free; stigmas punctiform, truncate or thickened, papillose to capitate. Capsules ovoid-ellipsoid to ellipsoid-oblong, loculicidally dehis- cent into 3-valves; valves septiferous; columella like placenta in the base of capsule, persistent and woody. Seeds either oblong and winged all around or oblong to obovate, winged unilaterally (as in Indian spp.); embryo erect, oblong. Tropical Asia, ca 6 species; 3 in India. Literature. GOGELEIN, A.J.F. (1967). A revision of the genus Cratoxylum Bl. (Guttiferae). Blumea 15: 453 - 475. KEY TO THE SPECIES la. Intramarginal veins present in leaves; petals with distinct scales; inflorescences always axillary b. Intramarginal veins absent in leaves; petals without scales; inflorescences axillary and terminal 2 2a. Leaves 2.5 -16 x 1 - 4.2 cm, glaucous beneath; petioles 2 - 4.5 mm long; inflorescences 1 - 3-flowered, axillary and terminal; pedicels 1-2 mm long, accrescent, 1.8-4 mm long in fruit 1. C. cochinchinense b. Leaves 4 -19 x 2 - 2.5 cm, never glaucous beneath; petioles up to 15 mm long; inflorescences many- flowered, terminal; pedicels 15 - 5 mm long, accrescent, 3.5 - 5.5 mm long in fruit 3. C. sumatranum",,,"AUTO-FLAG: possible genus-level header (epithet token='Blume', not lowercase) - likely describes the whole genus, not one species"
